title,url
EABL Full Year 2026 Financial Results Presentation,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2026/eabl-full-year-2026-financial-results-presentation.pdf
EABL Full Year 2026 Financial Results Press Ad,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2026/eabl-full-year-2026-financial-results-press-ad.pdf
EABL Full Year 2026 Press Release,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2026/eabl-full-year-2026-press-release.pdf
EABL Half Year 2026 Financial Results Presentation,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2026/eabl-half-year-2026-financial-results-presentation.pdf
EABL Half Year 2026 Financial Results Press Ad,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2026/eabl-half-year-2026-financial-results-press-ad.pdf
EABL Half Year 2026 Press Release,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2026/eabl-half-year-2026-press-release.pdf
EABL F25 Full Year 2025 Financial Results Presentation,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2025/EABL-Full-Year-2025-Financial-Results-Presentation.pdf
EABL Full Year 2025 Financial Results Press Ad,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2025/eabl-f25-full-year-2025-financial-results-press-release.pdf
EABL Half Year 2025 Financial Results Presentation,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2025/f25-hy-investor-presentation.pdf
EABL Half Year 2025 Financial Results Press Ad,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2025/eabl-f25-half-year-results-press-ad-final.pdf
EABL Half Year F25 Press Release,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2025/f25-hy-results-press-release-30-1-25.pdf
EABL Full Year 2024 Financial Results Presentation,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2024/eabl-f24-full-year-financial-results-announcement-presentation.pdf
EABL Full Year 2024 Financial Results Ad,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2024/eabl-f24-full-year-financial-results-ad.pdf
EABL Half Year 2024 Financial Results Press Release,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2024/eabl-f24-half-year-results-press-release.pdf
EABL Half Year 2024 Financial Results Presentation,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2024/eabl-f24-half-year-results-presentation.pdf
EABL Full Year 2023 Financial Results Booklet,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2023/eabl-results-booklet-for-the-year-ended-30-june-2023.pdf
EABL Full Year 2023 Financial Results Presentation,https://www.eabl.com/~/media/Files/E/eabl/documents/investor/financial-result/2023/eabl-f23-full-year-results-investor-presentation.pdf
